q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
3,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,5,2,1,1,3,,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,5,6,7,1,7,4,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,5,1,4,5,3,4,2,1,2,2,3,2,3,3,3,4,3,2,2,1,2,,2,3,5,5,22,2,6,KANSAS CITY,2,2,2,7,2,1,3,5,1,11,1,2,3,4,1,25,no,no,MO,Missouri,0.6875,0.34375,-0.2,-0.7142857142857143,$$,red,Jane,Rollins,"Kansas City, Missouri",l
3,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,3,4,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,8,2,7,6,1,5,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,4,2,5,1,3,5,4,2,3,4,2,1,1,3,4,4,0,1,5,1,2,,2,2,5,13,11,2,1,"\""WASHINGTON",1,2,2,6,7,4,1,1,1,11,1,2,3,1,1,36,employer,family_veteran,VA,Virginia,0.765625,0.3125,-0.2857142857142857,-0.5714285714285714,$$$,purple,Hannah,Bailey,"Washington, DC",g
2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,2,1,1,1,1,0,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,6,8,6,1,6,4,2,5,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,4,2,5,2,5,5,1,5,3,2,1,3,2,1,1,3,1,3,2,2,5,1,1,2,4,5,5,22,2,2,CHARLOTTE,2,1,2,6,7,2,4,5,1,1,1,2,2,2,1,59,employer,family_veteran,NC,North Carolina,0.265625,0.6875,0.11428571428571428,0.6428571428571429,$$,purple,Michael,Lyons,a suburb of Charlotte,I
3,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,7,7,5,7,7,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,5,5,1,5,1,1,5,2,1,1,3,1,3,4,3,3,4,0,1,5,1,1,,2,1,4,6,20,1,1,PHOENIX (PRESCOTT),1,2,2,6,7,4,3,3,4,9,1,2,3,1,1,48,purchased,family_serving,AZ,Arizona,0.90625,0.140625,-0.6857142857142857,-0.7142857142857143,$$,red,Raymond,Mathews,"Phoenix, Arizona",V
2,3,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,4,4,1,3,0,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,4,6,7,1,7,8,2,5,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,5,3,1,5,5,1,3,2,2,1,1,2,2,3,3,3,0,2,2,4,1,1,2,3,4,8,21,2,5,"\""WASHINGTON",3,2,2,5,7,3,1,2,2,11,1,2,3,3,1,23,no,no,MD,Maryland,0.484375,0.484375,0,-0.17857142857142858,$$,blue,David,Porter,"a town near Washington, DC",P
2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,2,6,1,6,4,2,5,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,2,3,2,1,5,5,1,5,4,1,1,1,3,2,4,3,1,2,2,3,7,2,2,2,5,5,5,,2,1,GREENSBORO-H.POINT-W.SALEM,3,1,1,1,1,1,2,6,1,1,1,2,3,4,1,53,purchased,family_veteran,NC,North Carolina,0.265625,0.671875,0.4,0.4642857142857143,$$,purple,Emma,Cobb,"Greensboro, North Carolina",k
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,1,1,2,,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,1,7,6,3,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,4,3,2,4,2,2,4,2,2,2,3,3,2,3,4,3,3,0,1,3,8,2,1,2,2,5,11,20,2,5,MINNEAPOLIS-ST. PAUL,2,1,2,3,3,2,1,1,1,5,1,2,3,2,1,19,employer,no,MN,Minnesota,0.796875,0.1875,-0.5428571428571428,-0.8571428571428571,$$,blue,Deborah,Horn,a suburb of Minneapolis,q
1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,6,7,4,1,5,4,2,5,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,4,3,5,5,1,2,5,2,3,3,3,3,3,3,2,2,3,2,2,2,6,5,2,1,2,4,4,9,18,1,1,SHREVEPORT,1,1,2,2,1,1,2,7,1,2,1,2,3,4,1,70,employer,family_veteran,TX,Texas,0.25,0.671875,0.5714285714285714,0.2857142857142857,$$,red,Rebecca,Parsons,"Shreveport, Texas",b
1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,7,2,6,1,5,5,2,5,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,4,5,1,5,4,1,3,3,3,3,3,4,2,2,3,4,2,2,4,1,1,,2,5,4,7,9,1,1,LIMA,1,1,2,3,2,1,2,7,1,1,1,2,3,2,1,73,medicare,veteran,OH,Ohio,0.15625,0.828125,0.6,0.9285714285714286,$$,purple,Anthony,Flowers,a suburb of Lima,W
2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,3,3,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,7,2,7,1,6,4,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,3,2,2,1,5,4,2,4,2,3,1,2,3,3,3,3,2,0,2,5,1,2,,2,5,4,11,19,1,5,JOHNSTOWN-ALTOONA-ST COLGE,1,1,2,2,1,1,2,7,1,4,1,2,3,2,1,60,employer,family_veteran,PA,Pennsylvania,0.4375,0.59375,-0.2571428571428571,0.5,$$,purple,Patricia,McIntyre,a suburb of Johnstown,o
3,3,2,2,2,2,2,2,2,2,2,2,2,3,5,5,3,5,4,1,2,,0,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,4,7,6,2,6,6,1,,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,4,4,3,3,3,3,3,3,1,1,2,3,5,3,5,4,3,2,2,2,7,2,2,2,6,5,3,,2,1,OKLAHOMA CITY,2,1,1,6,1,2,3,4,1,11,1,2,3,1,2,50,no,family_veteran,OK,Oklahoma,0.546875,0.453125,-0.2571428571428571,-0.35714285714285715,$,red,Elizabeth,McKay,"Oklahoma City, Oklahoma",q
1,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,4,4,1,1,1,1,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,7,1,6,1,4,4,2,5,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,1,3,5,1,2,1,5,3,1,2,1,2,4,3,3,3,1,2,2,3,6,2,1,2,5,5,4,9,2,1,"\""PORTLAND",1,1,1,2,1,1,2,7,1,1,1,2,3,1,1,60,purchased,no,WA,Washington,0.28125,0.640625,0.17142857142857143,0.39285714285714285,$,blue,Diana,Hunt,"Portland, Washington",d
1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,4,1,1,1,1,0,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,7,5,6,1,4,5,2,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,3,3,4,3,4,4,3,4,4,3,2,3,2,2,3,3,1,3,2,2,2,1,,2,5,5,6,11,2,1,,1,1,1,2,1,1,3,5,1,1,1,2,3,4,1,66,employer,no,MA,Massachusetts,0.125,0.75,0.6,0.7857142857142857,$$,blue,Richard,Deleon,a rural area of Massachusetts,V
1,1,2,2,2,2,2,2,2,2,1,2,2,4,4,1,1,4,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,7,2,7,3,3,1,5,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,5,5,1,1,1,1,1,1,1,2,2,3,1,1,2,2,4,0,1,2,1,1,,2,1,5,6,6,1,5,NEW YORK,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,30,employer,no,NY,New York,0.515625,0.421875,0.22857142857142856,-0.35714285714285715,$$,blue,Kyle,Curry,a suburb of New York,J
6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,,0,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,4,8,8,8,8,8,3,,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,4,3,4,2,2,5,3,3,3,3,3,2,2,2,2,2,0,2,2,4,1,1,2,3,4,11,8,2,5,PHILADELPHIA,1,2,2,1,1,1,5,5,1,5,1,2,3,4,2,22,employer,no,PA,Pennsylvania,0.609375,0.40625,-0.02857142857142857,-0.6071428571428571,$$,purple,Bradley,Adams,"Philadelphia, Pennsylvania",E
1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,5,5,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,7,6,6,2,6,7,2,5,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,5,5,2,3,1,5,5,3,3,4,1,5,2,4,5,5,3,1,5,2,2,1,1,,2,4,5,6,6,2,1,CINCINNATI,1,1,1,4,1,1,2,7,1,11,1,2,3,4,1,41,medicaid,no,OH,Ohio,0.390625,0.53125,0.34285714285714286,0.07142857142857142,$$,purple,Terry,Reeves,"Cincinnati, Ohio",C
4,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,5,5,1,1,1,2,4,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,8,7,5,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,4,1,5,1,1,5,1,1,1,3,1,3,3,3,3,4,0,2,3,8,1,2,2,1,5,7,,2,5,CHICAGO,2,2,2,6,6,3,1,1,1,12,4,2,3,2,1,28,no,no,IL,Illinois,0.890625,0.15625,-0.5714285714285714,-0.7857142857142857,$$,blue,Vincent,Marks,a suburb of Chicago,S
2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,1,1,1,2,0,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,6,7,5,2,6,6,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,5,1,2,1,5,5,1,2,1,1,3,2,2,4,5,5,4,6,2,2,5,1,2,2,4,5,7,22,2,1,SAN ANTONIO,1,1,2,5,3,2,2,6,3,2,1,2,3,1,1,70,medicare,veteran,TX,Texas,0.609375,0.375,-0.22857142857142856,0.07142857142857142,$$,red,Joshua,Cortez,"San Antonio, Texas",Y
1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,6,5,1,6,5,2,5,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,4,5,2,4,2,4,4,1,4,2,3,2,2,3,3,4,2,1,0,2,2,5,2,2,2,3,4,5,9,2,1,GREENVLL-SPART-ASHEVLL-AND,1,1,2,4,1,1,3,5,1,1,1,2,2,4,1,81,medicare,family_veteran,SC,South Carolina,0.3125,0.734375,0.2571428571428571,0.6428571428571429,$$,red,Karen,Baxter,"Greenvll, South Carolina",e
2,3,2,1,2,2,2,2,2,2,2,2,2,4,4,3,3,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,6,3,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,5,3,2,5,1,1,5,1,1,1,2,1,2,2,3,2,4,1,2,5,1,1,,2,2,5,12,11,2,1,BIRMINGHAM (ANN AND TUSC),1,1,2,6,7,4,1,1,1,9,1,2,3,2,1,30,employer,no,AL,Alabama,0.875,0.171875,-0.5428571428571428,-0.7857142857142857,$$$,red,Richard,Lynch,a suburb of Birmingham,V
3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,1,4,1,1,0,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,6,6,6,1,7,8,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,4,3,3,1,5,5,1,3,2,1,1,1,2,3,4,4,2,3,2,2,6,2,2,2,4,5,4,,2,1,LOUISVILLE,2,1,2,4,2,1,2,7,1,1,1,2,3,2,1,56,medicare,family_serving,KY,Kentucky,0.4375,0.5,-0.2,0.4642857142857143,$,red,Elizabeth,Dixon,a suburb of Louisville,k
4,2,2,2,1,2,2,2,2,2,2,2,2,4,2,5,4,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,8,8,4,7,8,1,5,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,3,2,3,2,3,3,3,2,2,2,4,3,3,3,3,4,2,2,2,1,2,,2,2,5,9,19,2,1,CHICAGO,2,2,2,6,1,2,1,2,1,2,1,2,2,3,1,66,employer,no,IL,Illinois,0.59375,0.40625,-0.2857142857142857,-0.25,$$,blue,Kelly,Underwood,"Chicago, Illinois",a
2,3,2,2,2,2,2,2,2,2,2,2,2,4,5,1,5,5,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,8,8,1,7,6,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,5,5,2,1,1,1,1,1,1,1,1,1,4,3,5,3,4,0,2,2,5,1,2,2,2,5,3,,2,5,,2,2,2,6,6,1,1,1,2,11,1,2,3,1,1,64,medicaid,no,NJ,New Jersey,0.765625,0.328125,-0.5714285714285714,-0.14285714285714285,$,blue,Christopher,Heath,a city in New Jersey,S
3,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,7,3,7,7,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,,2,1,1,2,1,1,1,2,2,2,1,5,5,1,5,1,1,5,2,1,1,2,1,2,2,3,2,4,0,2,3,1,1,,2,1,5,9,19,1,6,"\""PORTLAND",1,1,2,6,7,4,1,1,1,10,3,2,3,3,1,60,employer,no,OR,Oregon,0.9206349206349206,0.12698412698412698,-0.6285714285714286,-0.8214285714285714,$$,blue,Thomas,Sanford,"Portland, Oregon",H
2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,4,1,1,4,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,5,8,7,1,5,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,4,2,2,3,2,3,3,3,3,2,3,4,3,3,5,0,2,2,1,1,,2,4,5,4,21,2,5,WICHITA FALLS & LAWTON,4,2,2,2,2,3,3,5,1,1,1,2,1,2,1,29,employer,family_veteran,TX,Texas,0.453125,0.515625,-0.2571428571428571,0.5,$,red,William,Day,a suburb of Wichita Falls,B
1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,6,6,6,1,6,7,2,5,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,5,1,1,4,1,5,5,1,2,2,3,2,3,3,2,3,3,1,1,2,2,1,1,,2,4,5,8,22,2,5,DAYTON,1,2,2,5,1,1,2,7,1,1,1,2,3,1,1,37,medicaid,no,OH,Ohio,0.46875,0.453125,-0.22857142857142856,0.07142857142857142,$$,purple,Joshua,Lane,"Dayton, Ohio",V
2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,7,5,2,5,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,4,4,2,3,3,4,3,4,3,2,1,2,4,3,3,3,2,2,3,2,4,7,2,1,2,4,5,6,16,2,1,SALT LAKE CITY,2,2,2,2,1,1,2,6,1,3,1,2,3,2,1,28,employer,no,UT,Utah,0.34375,0.703125,0.42857142857142855,0.17857142857142858,$$,red,Linda,West,a suburb of Salt Lake City,a
1,1,2,1,1,2,2,2,2,2,1,2,2,1,3,1,4,4,1,1,1,1,0,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,6,1,5,1,5,4,2,5,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,5,2,1,5,1,5,5,3,5,3,3,2,1,2,3,3,3,1,2,2,6,1,2,,2,5,4,9,7,1,1,SYRACUSE,1,1,1,2,1,1,2,6,1,1,1,2,3,2,1,58,employer,no,NY,New York,0.265625,0.734375,0.4,0.6071428571428571,$$,blue,Patricia,Bush,a suburb of Syracuse,b
3,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,1,1,2,5,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,7,3,7,7,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,5,5,5,5,1,2,5,2,1,1,2,1,2,2,3,4,4,0,2,3,5,1,2,2,2,5,9,11,2,1,LOS ANGELES,1,1,2,2,1,1,1,1,1,1,3,2,3,2,1,64,employer,family_veteran,CA,California,0.9375,0.140625,-0.6857142857142857,-0.7857142857142857,$$,blue,Daniel,Edwards,a suburb of Los Angeles,D
4,4,2,2,1,2,2,2,2,2,2,2,2,4,4,2,1,3,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3,7,2,7,5,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,4,5,3,4,2,2,5,3,1,2,2,1,2,1,2,2,4,3,2,5,1,1,,2,3,4,13,11,1,1,"\""WASHINGTON",1,1,2,3,3,2,4,3,1,2,1,2,2,2,1,53,employer,veteran,VA,Virginia,0.8125,0.234375,-0.5142857142857142,-0.75,$$$,purple,Kenneth,Wolfe,"a suburb of Washington, DC",B
3,4,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,3,1,1,1,2,0,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,4,1,1,4,1,2,1,5,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,5,3,5,4,1,2,5,3,1,1,3,2,5,3,5,3,4,3,1,3,1,1,,2,3,5,6,6,2,3,GRAND RAPIDS-KALMZOO-B.CRK,2,2,2,3,5,2,1,2,2,12,1,2,3,1,2,38,medicaid,no,MI,Michigan,0.640625,0.359375,-0.42857142857142855,-0.07142857142857142,$$,blue,Jason,Burton,"Grand Rapids, Michigan",C
3,3,2,2,2,2,1,2,2,2,1,2,2,4,4,4,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,7,2,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,5,5,2,5,1,1,5,1,1,2,3,1,2,4,3,3,4,0,1,6,2,1,,2,2,4,5,18,1,5,,1,1,2,5,5,3,1,1,1,5,3,2,2,2,1,28,medicaid,no,NJ,New Jersey,0.921875,0.125,-0.6857142857142857,-0.7857142857142857,$$,blue,Joshua,Parker,a suburb in New Jersey,D
1,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,3,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,7,6,7,1,6,6,2,5,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,2,2,2,3,4,1,1,1,1,3,2,3,3,1,6,2,3,2,1,,2,5,5,5,10,2,1,PHOENIX (PRESCOTT),1,1,1,2,1,1,2,7,1,1,1,2,3,3,1,81,medicare,veteran,AZ,Arizona,0.390625,0.578125,-0.11428571428571428,0.5357142857142857,$$,red,Matthew,Sutton,"Phoenix, Arizona",X
3,3,2,1,1,2,2,2,2,2,2,2,2,4,4,3,4,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,7,8,1,7,5,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,5,5,1,5,1,1,5,1,1,1,3,1,5,2,3,3,4,0,2,5,1,2,,2,2,4,10,14,1,5,PHOENIX (PRESCOTT),1,1,2,6,6,4,1,2,1,11,1,2,3,2,1,40,purchased,family_veteran,AZ,Arizona,0.9375,0.171875,-0.6857142857142857,-0.7857142857142857,$$,red,Mary,Williamson,a suburb of Phoenix,n
2,3,2,2,2,2,2,2,2,2,2,2,2,1,4,5,5,5,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,5,5,5,1,4,4,2,5,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,5,2,1,5,1,5,5,1,5,3,3,1,3,3,2,3,3,1,3,2,2,5,2,2,2,3,5,2,16,2,3,NASHVILLE,1,1,1,1,1,1,3,4,1,12,1,2,3,3,1,79,medicare,family_veteran,TN,Tennessee,0.328125,0.65625,0.2857142857142857,0.39285714285714285,$,red,Catherine,May,"Nashville, Tennessee",f
4,5,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,4,1,1,3,,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,6,7,7,1,7,4,2,5,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,5,1,4,1,5,5,3,3,3,3,4,3,4,5,5,5,2,3,2,2,3,1,1,2,3,3,4,7,2,3,DALLAS-FT. WORTH,3,2,2,4,6,2,3,3,4,7,1,2,3,1,1,37,no,no,TX,Texas,0.484375,0.4375,-0.22857142857142856,0.32142857142857145,$,red,Austin,Wang,"Dallas, Texas",H
