q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,7,6,5,1,6,4,2,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,3,3,4,3,2,3,3,4,2,2,2,3,2,1,3,3,2,0,1,2,1,2,,2,5,5,8,16,2,1,TAMPA-ST. PETE (SARASOTA),4,1,1,1,1,1,2,7,1,1,1,2,3,1,1,26,employer,no,FL,Florida,0.4375,0.515625,0.08571428571428572,0.07142857142857142,$$,purple,Elizabeth,Wall,"Tampa, Florida",m
3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,3,3,1,2,5,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,6,5,4,6,3,6,3,5,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,3,,4,2,2,3,3,2,1,1,1,2,3,1,2,3,2,3,2,2,6,1,2,,2,3,4,6,,2,5,LOS ANGELES,2,2,1,4,4,2,1,2,1,1,1,2,3,1,1,41,employer,no,CA,California,0.5238095238095238,0.5238095238095238,-0.2,-0.07142857142857142,$$,blue,Amanda,Warner,Los Angeles,b
5,3,2,1,2,2,2,2,2,2,1,1,2,4,4,3,3,3,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,7,7,1,7,7,1,5,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,4,3,3,3,3,3,3,3,3,1,1,3,3,3,4,4,4,0,2,3,2,1,,2,3,4,1,9,2,5,HOUSTON,2,2,2,5,6,4,1,2,1,12,3,2,3,2,1,25,purchased,family_veteran,TX,Texas,0.609375,0.3125,-0.05714285714285714,-0.5714285714285714,$,red,James,Ball,a suburb of Houston,Z
3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,6,4,1,4,2,4,2,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,4,3,3,3,2,2,1,1,2,1,1,1,1,1,2,2,1,5,1,1,,2,2,4,11,6,2,1,MIAMI-FT. LAUDERDALE,2,1,2,3,5,2,2,6,1,2,1,2,3,1,1,28,employer,family_veteran,FL,Florida,0.359375,0.640625,0.3142857142857143,0.5,$$,purple,Ronald,Terry,"Miami, Florida",T
4,3,2,2,1,2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,2,,4,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,7,7,6,6,6,6,3,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,3,4,1,3,3,3,3,3,1,2,3,3,3,4,3,4,0,1,3,2,2,,2,2,5,2,9,2,5,TWIN FALLS,2,2,2,5,6,3,3,4,1,11,1,2,3,1,1,21,medicare,family_veteran,ID,Idaho,0.59375,0.3125,-0.2,-0.14285714285714285,$,red,Emily,Stout,"Twin Falls, Idaho",j
4,4,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,1,1,2,,0,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,7,7,1,7,4,3,,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,4,3,3,4,2,3,2,2,2,4,3,3,4,3,4,0,2,2,1,1,,2,3,5,4,19,2,5,,4,2,2,6,7,4,3,3,1,10,1,2,3,1,2,38,employer,no,ME,Maine,0.71875,0.25,-0.4,-0.5,$,blue,Richard,McIntyre,a city in Maine,P
3,4,2,1,1,2,2,2,2,2,2,2,2,4,4,3,1,4,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,8,4,7,7,1,5,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,3,4,5,2,2,1,4,5,3,2,1,3,1,3,2,3,3,4,0,1,6,1,1,,2,2,5,8,18,2,5,PITTSBURGH,1,1,2,6,7,4,1,1,1,9,1,2,1,1,1,43,employer,no,PA,Pennsylvania,0.84375,0.234375,-0.5142857142857142,-1,$$,purple,Austin,Church,"Pittsburgh, Pennsylvania",P
1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,4,4,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,7,1,7,1,6,4,2,5,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,5,1,1,1,1,4,4,4,4,1,4,2,1,6,1,1,2,5,1,7,7,2,2,LOS ANGELES,1,2,1,6,2,1,2,7,3,12,1,2,3,1,1,54,medicaid,family_serving,CA,California,0.375,0.609375,0.08571428571428572,0.5357142857142857,$$,blue,Billy,Estrada,Los Angeles,J
1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,7,1,6,1,6,5,2,5,2,2,2,2,2,2,1,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,3,5,1,5,5,5,1,1,3,1,3,3,1,0,2,5,5,1,2,2,4,1,3,6,1,6,NEW YORK,1,1,2,2,2,1,2,7,4,2,3,2,3,2,1,82,purchased,no,NY,New York,0.3333333333333333,0.6190476190476191,0.5142857142857142,0.5357142857142857,$,blue,Raymond,Le,a suburb of New York,Q
3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,3,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,8,4,6,4,1,5,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,4,1,3,3,4,4,2,1,3,3,3,3,3,3,3,4,0,2,6,1,2,,2,2,4,3,14,2,5,NEW YORK,1,2,2,6,7,4,1,1,1,5,1,2,2,1,1,59,medicaid,family_veteran,NY,New York,0.828125,0.1875,-0.6857142857142857,-0.6428571428571429,$,blue,Susan,Carroll,New York City,j
3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,7,7,2,7,8,1,5,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,2,3,1,1,3,1,1,1,1,1,2,2,3,3,4,0,2,2,2,1,,2,2,5,6,9,1,6,TAMPA-ST. PETE (SARASOTA),1,1,1,5,3,1,1,1,2,1,3,2,3,4,1,55,medicaid,family_veteran,FL,Florida,0.828125,0.25,-0.5714285714285714,-0.5357142857142857,$$,purple,Patrick,Griffith,"Tampa, Florida",L
2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,4,3,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,7,1,5,1,3,3,2,5,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,5,1,2,5,1,5,4,1,3,3,3,1,4,2,2,3,3,1,2,2,2,1,1,,2,5,5,7,10,1,1,GREENSBORO-H.POINT-W.SALEM,1,1,1,1,1,1,2,7,1,1,1,2,2,4,1,55,employer,family_veteran,NC,North Carolina,0.171875,0.71875,0.5714285714285714,0.6071428571428571,$$,purple,James,Finley,"Greensboro, North Carolina",R
4,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,4,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,7,8,2,6,6,1,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,3,1,2,3,3,4,1,2,4,2,2,3,4,4,0,1,3,1,2,,2,4,5,6,18,2,5,AUGUSTA-AIKEN,3,2,1,2,2,1,3,4,1,1,1,2,3,2,1,20,employer,family_serving,GA,Georgia,0.765625,0.234375,-0.3142857142857143,-0.6071428571428571,$$,red,Margaret,Higgins,a suburb of Augusta,b
1,3,2,2,2,2,2,1,2,2,2,2,2,1,3,2,4,4,1,1,1,1,5,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,1,7,1,6,4,2,5,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,5,4,3,5,2,4,4,1,5,2,5,1,2,5,5,3,4,1,3,2,3,5,1,1,2,5,3,5,14,2,1,SEATTLE-TACOMA,1,1,2,5,6,3,2,7,4,2,1,2,2,2,1,77,medicare,veteran,WA,Washington,0.140625,0.859375,0.6571428571428571,0.7857142857142857,$$,blue,Andrew,Shah,a suburb of Seattle,Z
1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,1,1,4,1,1,0,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,4,2,5,3,4,4,2,5,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,5,2,5,2,1,5,5,1,5,2,3,1,3,3,3,4,3,1,3,2,4,1,2,,2,3,4,10,9,1,1,NEW YORK,1,1,2,6,5,3,3,5,1,2,1,2,2,2,1,54,employer,no,NY,New York,0.5,0.40625,-0.14285714285714285,-0.2857142857142857,$$,blue,Mary,Phillips,a suburb of New York,p
2,3,2,2,2,2,2,1,2,2,2,2,2,2,4,3,2,3,1,1,2,,0,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,6,6,7,1,6,3,2,,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,3,2,3,2,2,2,1,2,2,3,3,2,2,2,1,5,2,2,2,4,1,9,7,1,1,AUSTIN,2,1,1,5,3,2,3,5,4,11,1,2,3,4,2,71,medicare,family_veteran,TX,Texas,0.4375,0.578125,-0.02857142857142857,0.14285714285714285,$$,red,Linda,Li,"Austin, Texas",b
3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,1,2,0,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,6,6,2,6,7,1,5,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,5,2,2,4,1,2,4,3,3,3,3,3,2,2,2,,3,0,2,3,5,1,1,2,2,3,1,22,2,5,SAN ANTONIO,1,1,2,6,1,4,1,1,3,11,1,2,3,2,1,63,no,no,TX,Texas,0.671875,0.359375,-0.3142857142857143,-0.2857142857142857,$,red,Matthew,Nava,a suburb of San Antonio,M
3,3,2,2,2,2,2,2,2,2,2,1,2,4,4,4,1,1,1,1,1,2,4,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,7,3,7,6,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,4,3,5,2,2,4,2,2,1,3,1,3,3,4,4,4,1,2,6,8,2,1,2,1,1,6,18,1,1,SAN FRANCISCO-OAK-SAN JOSE,1,1,2,6,7,4,1,1,4,10,1,2,3,1,1,41,school,no,CA,California,0.859375,0.125,-0.5428571428571428,-0.8214285714285714,$$,blue,Betty,Fuentes,"San Francisco, California",g
1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,3,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,7,1,5,1,6,5,2,5,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,4,3,2,5,3,4,2,4,5,3,2,1,2,2,1,2,2,1,0,1,3,1,2,,2,5,5,11,16,1,5,,2,1,2,6,6,2,2,7,1,2,1,2,3,2,1,26,employer,no,NJ,New Jersey,0.34375,0.640625,0.2857142857142857,0.2857142857142857,$$,blue,Dorothy,Beil,a suburb in New Jersey,i
2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,0,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,7,4,7,1,5,6,2,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,4,2,5,1,5,5,1,4,3,3,3,3,2,1,2,3,1,0,2,3,5,1,2,2,5,4,4,7,1,5,TOLEDO,1,2,2,5,6,2,2,7,1,11,1,2,3,1,1,57,purchased,no,OH,Ohio,0.203125,0.75,0.6285714285714286,0.7142857142857143,$,purple,Steven,Avery,"Toledo, Ohio",V
3,3,2,1,2,2,2,2,2,2,2,2,2,4,3,5,1,2,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,4,4,6,2,7,5,1,5,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,5,2,5,4,3,5,3,4,5,4,4,2,2,3,2,4,2,2,3,5,2,2,2,2,5,8,19,1,1,ROANOKE-LYNCHBURG,1,1,1,2,3,1,1,1,1,1,1,2,3,2,1,77,medicare,family_veteran,VA,Virginia,0.75,0.296875,-0.37142857142857144,-0.7142857142857143,$$,purple,Ashley,Hickman,a suburb of Roanoke,g
2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,5,3,3,1,1,1,2,0,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,5,7,4,7,7,2,5,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,1,4,4,1,4,1,1,1,1,1,1,4,2,4,0,2,4,1,2,,2,1,4,4,7,2,5,,1,2,2,6,3,2,3,4,1,2,1,2,3,1,1,66,medicare,family_veteran,RI,Rhode Island,0.578125,0.453125,-0.02857142857142857,-0.07142857142857142,$,blue,Kathryn,Steele,a city in Rhode Island,o
4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,3,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,7,2,7,5,1,5,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,3,2,4,1,2,4,2,1,2,1,3,2,2,4,3,4,3,2,2,6,2,2,2,2,5,2,,2,3,BILLINGS,1,1,2,6,2,4,1,1,1,11,1,2,3,4,1,61,medicaid,no,MT,Montana,0.796875,0.234375,-0.5428571428571428,-0.5714285714285714,$,red,Elizabeth,Henderson,"Billings, Montana",r
3,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,5,2,2,1,1,0,1,1,2,1,1,1,1,1,2,2,1,2,,,2,2,2,2,1,,1,1,1,,,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,7,4,1,1,6,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,4,1,2,4,4,3,2,1,3,4,3,2,2,4,2,2,3,2,2,,2,5,5,6,9,2,3,RALEIGH-DURHAM (FAYETVLLE),2,1,1,4,1,1,3,5,1,1,1,2,2,2,1,68,medicare,no,NC,North Carolina,0.576271186440678,0.3728813559322034,-0.05714285714285714,-0.21428571428571427,$$,purple,Maria,Matthews,a suburb of Raleigh,j
2,3,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,2,5,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,4,1,7,1,7,6,1,5,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,5,3,3,2,2,2,4,3,3,3,3,3,3,3,4,4,4,0,2,5,1,1,,2,3,5,9,23,2,5,SAN FRANCISCO-OAK-SAN JOSE,1,1,2,6,6,3,3,3,1,1,3,2,3,1,1,55,employer,family_veteran,CA,California,0.6875,0.34375,-0.11428571428571428,-0.32142857142857145,$$,blue,Keith,Gates,"San Francisco, California",L
1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,3,6,1,6,5,2,5,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,3,3,2,4,3,4,3,3,4,2,2,2,3,3,3,3,3,1,2,2,2,5,2,2,2,4,4,4,9,2,1,DULUTH-SUPERIOR,1,1,1,4,3,2,5,5,1,2,1,2,3,3,1,71,medicare,family_veteran,MN,Minnesota,0.25806451612903225,0.7419354838709677,0.37142857142857144,0.42857142857142855,$,blue,Jennifer,Dyer,"Duluth, Minnesota",h
3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1,1,1,0,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,6,1,7,1,7,6,2,5,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,5,1,2,5,3,5,5,3,3,2,1,2,3,2,2,3,3,1,0,2,2,4,1,1,1,4,4,8,9,2,5,SAN DIEGO,2,2,2,6,7,4,2,7,1,11,1,2,3,1,1,48,medicaid,no,CA,California,0.296875,0.625,0.4,0.39285714285714285,$$,blue,Stephen,Henson,"San Diego, California",P
4,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,7,7,6,7,7,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,5,4,2,5,1,1,5,1,1,1,5,1,4,3,4,5,4,0,2,4,1,1,,2,1,5,4,7,2,5,ST. LOUIS,1,1,2,6,7,4,4,3,1,9,4,2,1,2,1,50,no,no,MO,Missouri,0.90625,0.109375,-0.6,-0.8571428571428571,$,red,Christopher,Wilcox,a suburb of St Louis,T
3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,2,,0,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,5,6,7,2,4,4,2,5,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,5,5,2,5,1,5,5,1,3,2,1,2,3,3,4,5,4,2,0,2,2,1,1,,2,3,5,8,22,2,5,LANSING,2,1,1,5,4,2,2,6,1,1,1,2,3,3,2,24,purchased,family_serving,MI,Michigan,0.328125,0.59375,0.17142857142857143,0.6428571428571429,$$,blue,Paul,Richard,"Lansing, Michigan",Q
3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,5,3,4,1,4,2,,0,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,4,8,8,8,8,8,2,,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,3,5,1,5,5,3,1,1,2,1,3,3,4,5,3,2,0,2,1,4,1,1,2,3,5,1,9,2,5,BLUEFIELD-BECKLEY-OAK HILL,3,1,2,2,2,1,1,1,1,1,1,2,3,1,2,21,medicaid,no,WV,West Virginia,0.5,0.4375,-0.11428571428571428,0.21428571428571427,$,red,Gregory,Dalton,"Bluefield, West Virginia",I
3,2,2,2,2,2,2,2,2,2,2,1,2,4,4,1,1,1,1,1,1,2,5,1,,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,7,2,6,4,1,5,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,,1,2,3,5,2,1,1,3,,3,2,3,4,4,0,2,5,5,1,2,2,1,5,10,14,1,1,PALM SPRINGS,2,1,2,1,2,2,1,1,1,1,3,2,3,3,1,51,medicare,no,CA,California,0.7419354838709677,0.24193548387096775,-0.42857142857142855,-0.75,$$,blue,Charles,Schroeder,"Palm Springs, California",I
3,3,2,1,2,2,2,2,2,2,2,2,2,4,4,2,4,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,6,6,3,7,4,1,5,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,4,4,2,4,3,3,4,3,2,2,3,2,2,3,3,,4,1,2,2,2,2,,2,3,5,9,9,2,1,CEDAR RAPIDS-WTRLO-IWC&DUB,1,1,2,3,3,2,1,1,1,1,1,2,3,3,1,69,medicare,family_veteran,IA,Iowa,0.734375,0.28125,-0.4,-0.7142857142857143,$$,purple,Amber,Mayer,"Cedar Rapids, Iowa",b
4,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,4,4,3,6,5,1,5,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,,5,1,2,2,4,4,2,2,2,2,2,3,3,3,3,4,2,2,6,1,2,,2,1,1,16,14,1,1,,1,1,2,3,4,2,1,1,4,8,1,2,3,1,1,49,employer,no,NJ,New Jersey,0.5873015873015873,0.4126984126984127,-0.05714285714285714,-0.5,$$$,blue,Virginia,Vang,a city in New Jersey,i
3,4,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,4,4,2,,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,8,8,8,8,8,8,2,,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,4,2,3,3,3,5,2,2,2,3,3,3,3,3,3,4,0,2,2,4,2,2,2,6,5,3,,2,5,CHICAGO,3,1,2,5,7,2,1,1,1,2,1,2,3,2,2,22,medicaid,no,IL,Illinois,0.6875,0.359375,-0.14285714285714285,-0.7857142857142857,$,blue,Virginia,Cannon,a suburb of Chicago,b
3,3,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,4,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,5,3,5,1,3,3,2,5,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,3,3,4,2,5,5,3,3,2,4,3,3,2,3,3,4,1,6,2,5,1,1,,2,4,5,12,23,1,1,,1,2,1,2,1,1,3,4,3,1,1,2,2,4,1,53,employer,family_veteran,AK,Alaska,0.21875,0.703125,0.42857142857142855,0.75,$$$,red,Donald,Ramirez,a rural area of Alaska,H
2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,3,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,7,1,6,1,7,6,2,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,5,2,1,5,1,5,4,1,4,3,2,2,2,2,2,3,3,1,4,2,2,1,2,,2,5,5,8,7,2,1,ROANOKE-LYNCHBURG,1,1,1,5,1,1,2,7,1,1,1,2,3,4,1,29,employer,no,VA,Virginia,0.203125,0.765625,0.6571428571428571,0.5357142857142857,$$,purple,Elizabeth,McKee,"Roanoke, Virginia",b
